Starting dry volume fraction: 0.0015
Maximum dry volume fraction: 0.0032
DryVolFrac increment: 1.0E-5
Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.093970786780424
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
DryVolFrac increment: 1.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NkT)_from_dF_FR+dF_pair, (PV/NkT)_from_dF_total, (PV/NkT)_virial_measured, (PV/NkT)_virial+dF_total, (PV/NkT)_einstein, (PV/NkT)_pair_contribution, (PV/NkT)_FR_contribution, <F_total>/V, <F_pair>/V, EntropySolid, <F_reference>/V, <F_FR>/V, <alpha>, zeta, u_Hertz_nn, SpringConstant, LindemannParameter, kT/E
0.00216, 0.5090969542642106, -9.375939028633715, 3.0775366485922113, 0.027813390493239328, 3.5748509750422706, 3.6026643655355097, -3.0497232580989078, 13.336044488090254, -10.258507839498042, -0.0048491579268172165, -6.17505345033855E-4, 1.505028242491705, -0.004776777610387421, 5.451250286040585E-4, 6.625950905349798, 0.6254526651439989, 0.0, 0.00675376883599421, 1.06468854532421, 0.004285716885885466
0.00217, 0.5193221726723725, -45.01884829202344, -3.7417017092106857, -35.33800892414966, 2.612279966106306, -32.725728958043355, -31.59630721493874, 12.053820650695975, -15.795522359906661, -0.005015152442889511, -4.6287559249265386E-4, 1.505129027652684, -0.004988082970398634, 4.358061200017771E-4, 6.6281900308642046, 0.6283482793344803, 0.0, 0.00528213895375969, 1.2057559885240066, 0.004286078408668427
0.00218, 0.5034284904470356, 6.030409626670267, 18.25273592014578, 15.760906044631136, 2.9937458944094075, 18.754651939040542, -2.4918298755146533, 5.973330259698222, 12.279405660447559, -0.005064107093956606, -5.642187253358319E-4, 1.5052018736998554, -0.004973611979623199, 4.737236110024248E-4, 6.624232890946506, 0.6312438935249619, 0.0, 0.0055440934149129425, 1.1787308642336998, 0.004285716471236605
0.00219, 0.5092321524274722, 10.426208539788103, -35.9943813957197, 19.963566181684314, 3.080798778163206, 23.04436495984752, 55.957947577403786, -66.65548659836693, 30.66110520264724, -0.004986359357860905, -4.3953135994717553E-4, 1.5051348539024283, -0.005045610049362566, 4.987820514488361E-4, 6.624665668724269, 0.6341395077154434, 0.0, 0.005203874818308366, 1.2185098522043185, 0.0042858356788807095
0.0022, 0.5149930172449629, 23.33647739419329, -10.532556025366485, 32.883731039810996, 3.9453464777718983, 36.829077517582895, 43.41628706517759, -26.56241337948279, 16.029857354116306, -0.00501432561515218, -8.864892156479511E-4, 1.505226540459203, -0.004752511091344356, 6.246746918401262E-4, 6.626423816872425, 0.6370351219059248, 0.0, 0.0078022281027950256, 0.9966499881111472, 0.004285714663615791
0.00221, 0.523024343101669, -2.9936188105720354, 4.252995307941957, 6.246238061766803, 3.644693689525468, 9.890931751292271, 1.9932427538250055, 5.069896226481529, -0.8169009185395715, -0.004874935885911761, -5.744165345105518E-4, 1.505063843214837, -0.004881517194733923, 5.809978433327138E-4, 6.628826193415641, 0.6399307360964063, 0.0, 0.00680323842499451, 1.0689334624487625, 0.004285914722980033
0.00222, 0.5159314893505149, -31.554589287625422, 14.041500901273693, -22.066377397278416, 3.926919134867228, -18.13945826241119, -36.10787829855219, 27.969694325652785, -13.928193424379092, -0.005028619092095243, -8.674805839645551E-4, 1.5052385275231173, -0.004787170684429442, 6.260321762987549E-4, 6.626266687242798, 0.6428263502868878, 0.0, 0.007886892442784234, 0.9942809674169001, 0.004285720955616063
0.00223, 0.5249082429636341, -0.10739779770362241, 80.34183121523205, 9.332591203920297, 3.055461788702557, 12.388052992622853, -71.00924001131186, 97.65008586166492, -17.30825464643288, -0.005025597951782566, -4.486862216457196E-4, 1.5051751454677138, -0.005097047278030866, 5.201355478940198E-4, 6.626818518518509, 0.6457219644773693, 0.0, 0.005478104365249507, 1.194806465046647, 0.004285714469825513
0.00224, 0.534094479532968, -17.154471790649616, -14.062399445132352, -7.75001716898692, 3.2015718155102344, -4.548445353476685, 6.312382276145478, -25.28547441230587, 11.223074967173519, -0.005029131878806694, -4.052598598915485E-4, 1.5051924052627006, -0.005171928259521934, 5.480562406067875E-4, 6.630131018518522, 0.6486175786678507, 0.0, 0.005130834615590864, 1.2364211494379007, 0.00428571464019911
0.00225, 0.5286030622574699, -16.965682036811, -57.08561992837842, -7.4571198548401885, 3.3865300538616814, -4.070589800978507, 49.6285000735384, -66.42387718413288, 9.338257255754458, -0.005107504521230937, -5.730338604861576E-4, 1.5052841287269025, -0.005113085803661428, 5.786151429166491E-4, 6.629667880658437, 0.6515131928583322, 0.0, 0.005685265937838191, 1.1763318996802237, 0.004285750989748282
0.00226, 0.5248726598675215, 22.534371739835397, -7.300040251230687, 32.005739878446306, 3.6253590344813595, 35.63109891292767, 39.30578012967708, -28.529679654280947, 21.22963940305026, -0.0051101370435792095, -7.275041460024923E-4, 1.5053011435260373, -0.004980419277961831, 5.977863803851146E-4, 6.6270916769547314, 0.6544088070488137, 0.0, 0.006900895251382489, 1.0692875802841135, 0.004285939819568009
0.00227, 0.546935600848694, 8.962417068338754, 26.78528676779679, 18.188662651879554, 4.028943967576067, 22.217606619455623, -8.596624115917418, 20.852758995291143, 5.932527772505649, -0.004999910821674983, -7.15691136528003E-4, 1.5052267186463433, -0.004969489034554407, 6.852693494074271E-4, 6.631338261316872, 0.6573044212392952, 0.0, 0.00718904896870624, 1.0491815832540272, 0.004285721878199298
0.00228, 0.5337692907151461, -19.94140123038831, -85.7782353205868, -10.631732962013803, 3.7265770049759435, -6.905155957037859, 75.14650235857286, -127.1522118634434, 41.373976542856596, -0.005067344654224891, -6.342452046463376E-4, 1.50526723815939, -0.005065249178977676, 6.321497293991226E-4, 6.6302224691358065, 0.6602000354297767, 0.0, 0.006561458053166271, 1.0998223250932067, 0.004285783999148095
0.00229, 0.5372216423630667, -11.32016786346793, -10.527189036511949, -2.0003401345398113, 5.290426824079135, 3.2900866895393235, 8.526848901972185, -16.056532138267624, 5.529343101755676, -0.005095123999014836, -0.001328361782248774, 1.5054158973747016, -0.004655122925703307, 8.883607089372443E-4, 6.629378436213996, 0.6630956496202581, 0.0, 0.011171099257883468, 0.8441279865474945, 0.00428584846624056
0.0023, 0.5314613174398741, 5.85971793345376, 99.12569631789478, 15.186868807002998, 3.8622558108755873, 19.049124617878586, -83.93882751089157, 141.1824540132353, -42.0567576953405, -0.005121394474387919, -7.225109113533169E-4, 1.5053361151456794, -0.005065192569846269, 6.663090068116663E-4, 6.628117283950617, 0.6659912638107396, 0.0, 0.00692874534678936, 1.0733954231996685, 0.004285718625588448
0.00231, 0.5399850771699717, 29.91005482943725, 33.60238063015085, 39.098457920595834, 4.070777778255857, 43.16923569885169, 5.496077290445054, 23.757031727537147, 9.8453489026137, -0.005067145906787834, -6.605479228042415E-4, 1.505295733423836, -0.00509994645795547, 6.933484739718776E-4, 6.62852871399177, 0.6688868780012212, 0.0, 0.00682175776859482, 1.083345391124004, 0.004285739181438382
0.00232, 0.5430292340724867, 33.28034048089319, 25.11171429500893, 42.26923958114081, 4.132261360499191, 46.40150094164, 17.157525286131687, 14.610946551267388, 10.500767743741541, -0.0049785844821602825, -6.147984700091299E-4, 1.5052145517546498, -0.0050831061143829445, 7.19320102231792E-4, 6.630101748971202, 0.6717824921917026, 0.0, 0.007151861988798443, 1.059572942498007, 0.004285714315876963
0.00233, 0.6157844140897181, -15.04572621265601, -24.787600193988638, -6.2218616929313555, 4.264735918508844, -1.9571257744225115, 18.56573850105721, -48.14206571562241, 23.35446552163377, -0.004908243985928371, -5.960857786080944E-4, 1.5051572576025263, -0.005061845189436513, 7.496869821162366E-4, 6.646578580246917, 0.6746781063821841, 0.0, 0.007535085555307263, 1.0337582145480844, 0.004285792543177715
0.00234, 0.5603931316503067, -122.9158360961965, -216.33698175599193, -113.87516924285137, 4.644768226897603, -109.23040101595377, 102.46181251314054, -273.67444757455627, 57.33746581856433, -0.005050422533134828, -8.497765180134064E-4, 1.505331516142657, -0.005037910557675887, 8.372645425544653E-4, 6.633317026748959, 0.6775737205726655, 0.0, 0.007960899327471613, 1.0071681426768113, 0.00428572272526709
0.00235, 0.5745156496258161, 8.490723713200463, 20.702828793081274, 18.2855837357036, 5.96090937893516, 24.24649311463876, -2.4172450573775364, 21.44235390272129, -0.7395251096400172, -0.0054951238728978575, -0.0019100480596536342, 1.5058734671573704, -0.004615685135843393, 0.0010306093225991699, 6.637779197530861, 0.6804693347631471, 0.0, 0.013555084825344387, 0.7729461910806168, 0.004285714399395349
0.00236, 0.6026767049731926, 114.14805182163899, 264.24095184857356, 123.04014756848795, 4.610803286194792, 127.65095085468275, -141.20080428008555, 331.9940622584294, -67.75311040985585, -0.005009882313653325, -7.636525477263547E-4, 1.5052892292628812, -0.005088734479350298, 8.425047134233285E-4, 6.642442613168722, 0.6833649489536285, 0.0, 0.007886994408367478, 1.0147506270237, 0.00428584200534622
0.00237, 0.5600126719865841, -173.89915626264627, -381.2366940320809, -165.15022798566332, 3.824771958239715, -161.3254560274236, 216.08646604641746, -475.07372917946003, 93.83703514737915, -0.004950107072146147, -3.3136480884640186E-4, 1.505171309702321, -0.00533299418340427, 7.142519201045245E-4, 6.633900257201641, 0.68626056314411, 0.0, 0.0060516829310379005, 1.1600831700299157, 0.004286155407398895
0.00238, 0.6445974010882108, -9.74993098258641, 21.619951779425023, 0.528778718176836, 7.305037774670062, 7.833816492846898, -21.091173061248202, 24.57912325015994, -2.959171470734918, -0.0058401896232146274, -0.003034758845187512, 1.5063285768374963, -0.004102001773477994, 0.0012965709954508792, 6.650966934156381, 0.6891561773345914, 0.0, 0.026704151962971545, 0.5530282934596773, 0.0042858355954118275
0.00239, 0.6078334695742775, 146.30933230677198, 338.9345315132339, 155.0666371754336, 3.6912537995181474, 158.75789097495175, -183.86789433780038, 408.88063301786065, -69.94610150462674, -0.004996659563466651, -2.3951031515220817E-4, 1.5052120495499652, -0.0054681677199918685, 7.110184716774261E-4, 6.642562870370365, 0.692051791525073, 0.0, 0.005440895210933843, 1.2268982489395668, 0.004285819699024681
0.0024, 0.6327483644669112, -4529.201617204571, -5244.282905113438, -4520.227807853872, 5.295876581976271, -4514.931931271895, 724.0550972595661, -5429.067033734627, 184.78412862119004, -0.005141614019501702, -0.0010845018992271223, 1.5054777712804472, -0.00502566502696108, 9.685529066865006E-4, 6.648315977366251, 0.6949474057155545, 0.0, 0.009397793424896394, 0.9348355666529822, 0.004285714327351669
0.00241, 0.6745450255808545, -891.2993905622952, -1151.5003316185125, -845.0280250103481, 9.237916320487212, -835.7901086898609, 306.4723066081645, -1272.7487946293095, 121.24846301079688, -0.026622004332604067, -0.02617043347486269, 1.527247112651619, -0.0020529398278909205, 0.0016013689701495427, 6.657626193415642, 0.6978430199060359, 0.0, 0.31159444718725343, 0.16257555795747722, 0.004285751684838445
0.00242, 0.636673395780226, 669.3416219657672, 662.1712480360998, 685.6073782686295, 8.579299776709972, 694.1866780453395, 23.43613023253015, 659.0851047596991, 3.0861432764007155, -0.009397255132985196, -0.007378611779150586, 1.5099867273438847, -0.0035794043964818886, 0.0015607610426472795, 6.648781491769546, 0.7007386340965174, 0.0, 0.0531805491672814, 0.3940697880174157, 0.0042857214839567784
0.00243, 0.6141555118320644, -3160.8610752900167, -3451.267676804478, -3120.4795285653754, 9.331442855604385, -3111.148085709771, 330.7881482391018, -3478.3365686512084, 27.068891846730406, -0.02342613350001411, -0.023084514167277925, 1.5240567820163777, -0.001970622403203722, 0.0016290030704675387, 6.6442975514403235, 0.7036342482869989, 0.0, 0.34963676683090383, 0.1538997699216331, 0.00428587540809232
0.00244, 0.689041699974195, 2686.61262285768, 2994.7356280642543, 2728.65375062765, 9.535649341436725, 2738.1893999690865, -266.08187743660466, 2991.005518729487, 3.7301093347673895, -0.02448925506976029, -0.02417644153967161, 1.5251436469799873, -0.0020162264436575177, 0.001703412913568836, 6.660764320987652, 0.7065298624774804, 0.0, 0.3348077737151633, 0.15748647755361886, 0.004287037808412095
0.00245, 0.708660597674446, -6.923499414556956, -3.107872445394694, 11.196870415534384, 9.094554442971358, 20.291424858505742, 14.304742860929851, -12.633188278389845, 9.525315832995151, -0.010598503126987655, -0.009001682327253695, 1.5112322066492891, -0.0032575962312994347, 0.0016607754315654743, 6.6623778909464955, 0.7094254766679619, 0.0, 0.0810358954398559, 0.32054898365983725, 0.004285808081262516
0.00246, 0.6522337960348258, 966.1306165519375, 1177.6078886962505, 1007.8862351482865, 9.72491374759817, 1017.6111488958846, -169.7216535479638, 1206.2541064592547, -28.646217763004238, -0.024522312344419907, -0.024310243691555905, 1.525193778279592, -0.001974518949874575, 0.0017624502970105752, 6.653875771604949, 0.7123210908584433, 0.0, 0.35789123612616064, 0.1527380579627321, 0.004285929243524944
0.00247, 0.6983170066438028, 2542.420127888449, 2525.8393096976924, 2552.5708541041104, 8.244155435845947, 2560.8150095399565, 26.73154440641783, 2522.9548578705057, 2.8844518271867345, -0.005985569228087813, -0.003439887474871988, 1.5065578861736906, -0.0040840104342485676, 0.0015383286810327428, 6.663322777777785, 0.7152167050489249, 0.0, 0.03252893879824555, 0.5073119944697391, 0.0042858751092581865
0.00248, 0.717297861121569, -1653.8944960129909, -2103.678665140955, -1632.979004404422, 9.829062338159718, -1623.1499420662624, 470.69966073653296, -2161.953241202975, 58.27457606201955, -0.012383150421326644, -0.012291874926599371, 1.5130659878152024, -0.0018799541374104917, 0.0017886786426832189, 6.664894053497938, 0.7181123192394063, 0.0, 0.4058162681527227, 0.14382363503196538, 0.004285737316513539
0.00249, 0.7202216091106497, -881.1567529514763, -851.4614673052993, -857.8032655326228, 9.912781853336476, -847.8904836792864, -6.341798227323496, -879.8573096821972, 28.395842376897956, -0.013882333759876209, -0.013861581850603544, 1.5145726122342558, -0.0018517460231746348, 0.0018309941139019687, 6.66500592592592, 0.7210079334298878, 0.0, 0.4225836103461792, 0.1411306098674979, 0.004285723893360871
0.0025, 0.7218981614547719, -17.690839115081335, 7.555222984886578, 10.10658258423025, 10.233302653490304, 20.33988523772055, 2.5513595993434417, -12.570742137209427, 20.125965122096005, -0.01659036400745759, -0.016604222134975276, 1.517314530657337, -0.0019251074555231215, 0.0019389655830408087, 6.667375967078192, 0.7239035476203692, 0.0, 0.39230340786029516, 0.14667183417068885, 0.004287040129459203
0.00251, 0.725782055367187, 359.19839426023674, 349.99893696386636, 382.5067609754743, 10.24622768464833, 392.75298866012264, 32.507824011607696, 363.0268304698548, -13.027893505988434, -0.013966801294654468, -0.01405443650016746, 1.5146896698411942, -0.0018549650380636057, 0.001942600243576595, 6.667019187242801, 0.7267991618108508, 1.1904211991836206E-5, 0.4281291637386503, 0.14058800279975153, 0.004285732974945158
0.00252, 0.7288309461073113, 254.86777064078518, 260.39916620583824, 279.5937969753385, 10.169852132779441, 289.76364910811793, 19.194630769500733, 262.4468389996977, -2.0476727938594994, -0.014875318007541945, -0.014982884240481453, 1.5155885322539724, -0.0017846746270177157, 0.0018922408599572236, 6.666691430041161, 0.7296947760013323, 6.479460225198915E-5, 0.46697989013589275, 0.13479140020085348, 0.004285758227229015
0.00253, 0.7317616587393592, 252.55072053647874, 267.1584755687452, 273.66006640305216, 10.335157036953476, 283.99522344000565, 6.501590834306987, 239.15778941708334, 28.000686151661856, -0.012749897328685696, -0.012920256928084479, 1.513480192576343, -0.0017774815113713212, 0.001947841110770104, 6.667450473251019, 0.7325903901918137, 2.1462190206289472E-4, 0.47445425329707885, 0.133902112515122, 0.004285739949404507
0.00254, 0.734621473193257, 369.16878156721015, 384.8470573399682, 391.7115264303381, 10.553400851337276, 402.2649272816754, 6.864469090369643, 359.9924559590411, 24.854601380927154, -0.013669477140897932, -0.0139431263279455, 1.5144194649546554, -0.0017676830546845303, 0.0020413322417320995, 6.667528487654315, 0.7354860043822952, 4.955480957980036E-4, 0.48338344297653285, 0.1328341621104413, 0.004285714736175168
0.00255, 0.7374856543554079, 566.8763071023554, 567.0569033017227, 584.9246480478798, 10.689096668164195, 595.613744716044, 17.867744746156692, 563.5657750303805, 3.491128271342277, -0.010987246236036686, -0.01131120795911733, 1.5117539584826312, -0.00175862484995842, 0.0020825865730390632, 6.668238127572015, 0.7383816185727766, 8.784044855710964E-4, 0.49200587911963084, 0.13183761599965393, 0.004286245753970939
0.00256, 0.7404198151354265, -527.4220761347718, -522.2213312546097, -509.4841676151245, 10.689471909865203, -498.7946957052593, 12.737163639485683, -538.7761036838891, 16.554772429279417, -0.010962842148987356, -0.011341013318882594, 1.511725328527344, -0.001696163993814983, 0.0020743351637102204, 6.669148096707821, 0.7412772327632582, 0.0013513511688772392, 0.5310364007646059, 0.12706587647612683, 0.0042857148039585026
0.00257, 0.7432388941068383, -172.2642381334776, -149.64251472903607, -150.25189924873754, 10.921446229733181, -139.33045301900435, -0.6093845197012919, -181.9092143538168, 32.26669962478071, -0.013505501151415853, -0.013972276029303574, 1.5142947011842152, -0.0017110606545342644, 0.0021778355324219866, 6.6700151337448546, 0.7441728469537396, 0.002081040497641649, 0.526228279558434, 0.12781104230651502, 0.004287045637598777
0.00258, 0.7461395199426497, 1186.6464627537189, 1189.7301055875466, 1205.7806994099076, 11.101466143020714, 1216.8821655529282, 16.050593822360472, 1181.2326101855267, 8.497495402019915, -0.011785343299494426, -0.01231829950423148, 1.512591176241615, -0.0017123892376886055, 0.0022453454424256596, 6.670220102880663, 0.7470684611442211, 0.002954610824158839, 0.5292881855755113, 0.12760613726391462, 0.004285737117987952
0.00259, 0.7489932721445205, 851.5208329209456, 842.6087602059257, 864.1998992061607, 11.07142325778865, 875.2713224639493, 21.591139000235327, 834.9993692428989, 7.6093909630268275, -0.007839681643922842, -0.00842779645756377, 1.508641230548951, -0.0016476990493184778, 0.002235813862959405, 6.6713743415637925, 0.7499640753347026, 0.0038467814518512956, 0.5719963091557366, 0.12290825947554966, 0.004285802913358335
0.0026, 0.7518898782519774, 141.46543433730318, 133.31358114997528, 153.9023243044371, 11.285224413265833, 165.18754871770292, 20.58874315446175, 124.29234726585673, 9.021233884118535, -0.007719630808341533, -0.008396550700747634, 1.508543608578275, -0.0016220226875048379, 0.0022989425799109396, 6.671182633744853, 0.7528596895251841, 0.0050433860733586485, 0.5921977648469394, 0.120948966360446, 0.004286347124140398
0.00261, 0.7547588454972821, 77.72189426820846, 75.42760666625149, 89.21977664060756, 11.303027178850332, 100.52280381945789, 13.79216997435578, 62.43653067379263, 12.991075992458864, -0.007164233949380129, -0.007898933065432316, 1.5079856795608937, -0.0015618721395622085, 0.0022965712556143945, 6.671580390946502, 0.7557553037156656, 0.006279652453521809, 0.6361996960314644, 0.11684080333632627, 0.004286005654166457
0.00262, 0.7576356619989045, -926.2152507474513, -921.2234702608292, -914.4665957744803, 11.502152725765077, -902.9644430487152, 6.756874486349159, -945.7244109822219, 24.500940721392734, -0.007348536098564003, -0.008158966448883968, 1.5081895180615656, -0.0015681382955689018, 0.002378568645888867, 6.672099382716058, 0.758650917906147, 0.007920048978792407, 0.6359915818908213, 0.11700897473366902, 0.00428593148434632
0.00263, 0.7604705329424258, -446.18266904872183, -441.12347525696623, -427.7287610613034, 11.638240142901143, -416.0905209184022, 13.394714195663122, -466.0199921657669, 24.89651690880068, -0.011586586015086815, -0.01247671669637977, 1.5124403280546619, -0.0015415809616718098, 0.0024317116429647665, 6.673673271604935, 0.7615465320966285, 0.009648075982745053, 0.6585484935443067, 0.1151337003679548, 0.004285773416062231
0.00264, 0.7633917816032403, 1610.1254653560939, 1617.7014611608267, 1625.1652871023662, 11.8187948620404, 1636.9840819644066, 7.463825941539257, 1589.6443842687033, 28.057076892123504, -0.009478901417595182, -0.010478927983746226, 1.5103549567249372, -0.0015159062954408014, 0.002515932861591846, 6.6746136111111145, 0.76444214628711, 0.01169060943252806, 0.6810832043432181, 0.11335629710022223, 0.004286159991316109
0.00265, 0.7662603301028763, 1434.889304647853, 1423.71222460853, 1441.0520475534333, 12.01247607799255, 1453.0645236314258, 17.339822944903435, 1417.7017444405412, 6.010480167988704, -0.0038988032107999944, -0.004966109668999359, 1.504793085546955, -0.0015174279564844292, 0.002584734414683794, 6.674292808641976, 0.7673377604775915, 0.013910017581727894, 0.6841313178255657, 0.11324611598594034, 0.004285960159537273
0.00266, 0.7690911539191364, 247.03016051850705, 238.75899291926788, 251.1682595099362, 11.99094220164877, 263.15920171158496, 12.409266590668356, 217.53819198423605, 21.220800935031818, -0.0026278096488632323, -0.0037473808429883525, 1.5035149451641323, -0.0014445670258842454, 0.0025641382200093654, 6.676284372427987, 0.770233374668073, 0.015968630600120878, 0.7435231600433942, 0.1087654736790413, 0.004286488579562407
0.00267, 0.7719678806155245, 119.2030077268862, 115.33138770432498, 123.46917457685574, 12.291472872833412, 135.76064744968915, 8.137786872530816, 83.1970022224393, 32.134385481885694, -0.0027193210766208514, -0.003955617107844355, 1.5036420194471567, -0.0014690394791525858, 0.002705335510376089, 6.676942345679011, 0.7731289888585544, 0.018880307558894787, 0.7287092582347898, 0.11000295978971447, 0.004285714486353893
0.00268, 0.7748425814082076, -405.24842688858615, -411.9361757221078, -402.0307839174428, 12.408979848146858, -389.62180406929593, 9.9053918046649, -438.9862074614143, 27.050031739306522, -0.002058657211528572, -0.0033797745090599573, 1.5029877740496602, -0.0014167159967288384, 0.0027378332942602237, 6.677151358024698, 0.776024603049036, 0.021630822990900012, 0.774384184021318, 0.10684260163819224, 0.0042857503403258895
0.00269, 0.777726813166359, 225.57883695386576, 226.06787978408485, 232.82628454761678, 12.644566197965837, 245.47085074558262, 6.758404763531814, 190.75430488987246, 35.313574894212394, -0.004654239786206843, -0.006076844051672612, 1.505609996726709, -0.0014323172245216296, 0.0028549214899873986, 6.678546265432097, 0.7789202172395174, 0.02490396732896876, 0.7660417803727377, 0.10755624341426068, 0.004285788437033641
0.0027, 0.7805649565672652, 807.0567539205844, 797.8550349861185, 808.5796081515421, 12.796609982050235, 821.3762181335923, 10.72457316542368, 761.2198057435099, 36.63522924260862, -9.815976027847187E-4, -0.0025141707895482168, 1.5019507570733237, -0.0013950961896582095, 0.002927669376421707, 6.679348652263373, 0.7818158314299989, 0.02823533254062623, 0.8008138158263998, 0.10532542898467054, 0.0042858451583687295
0.00271, 0.7834338600017605, -182.69209464747897, -199.1818288894607, -181.45427215715478, 13.076660091101939, -168.37761206605285, 17.727556732305985, -222.03386736321625, 22.85203847375556, -8.008276339420309E-4, -0.0024609106930966393, 1.5018025526502874, -0.0013914452054161134, 0.003051528264570722, 6.68016224279835, 0.7847114456204803, 0.03213029727730032, 0.8081736163433352, 0.10497402669283269, 0.004285719623138435
0.00272, 0.7863173448008466, -171.6476148780913, -185.5623854625471, -168.79263387936487, 13.14858244056488, -155.64405143879998, 16.76975158318218, -214.46199879133653, 28.899613328789428, -0.001853888100593479, -0.003592466117820279, 1.5028576177875554, -0.0013207223094772083, 0.003059300326704008, 6.681715884773664, 0.7876070598109619, 0.03559357415420758, 0.8742460616204834, 0.10105331220978776, 0.004285922553691864
0.00273, 0.7891672306125312, 29.936908894607008, 22.56483195307461, 32.4231547723874, 13.415396871063876, 45.838551643451275, 9.858322819312834, -19.84255867293369, 42.4073906260083, -0.0016203846252754966, -0.003511306501529714, 1.5026548492635865, -0.0013210867331015543, 0.0032120086093557717, 6.6829493827160515, 0.7905026740014434, 0.04006276415401206, 0.8782892477490716, 0.10094384886112497, 0.004285963721732919
0.00274, 0.7920097943256921, 401.22775775326386, 389.85861081078383, 403.84338189145507, 13.584397010573568, 417.42777890202865, 13.984771080671202, 363.03973914926826, 26.81887166151555, -0.001710949889649426, -0.0037129312138659935, 1.5027597938599926, -0.0012833305763435233, 0.003285311900560091, 6.683811234567903, 0.7933982881919248, 0.04431964520957819, 0.9176084606890579, 0.0988779021165962, 0.0042857363436825885
0.00275, 0.7949216046174908, 301.22786664363946, 290.0661630225495, 300.77801067683055, 13.791761098036284, 314.5697717748668, 10.711847654281037, 256.7064658901376, 33.35969713241192, 2.9533680328778806E-4, -0.0018050211184902167, 1.500775360222814, -0.0012636817462062927, 0.0033640396679842973, 6.684699660493824, 0.7962939023824063, 0.048961216308204776, 0.9407597706136231, 0.09777232806308753, 0.004285828234790921
0.00276, 0.7977748932048836, 99.99520283768506, 81.36379900749601, 100.40906254992098, 13.989300928931474, 114.39836347885245, 19.04526354242502, 50.0353127212774, 31.328486286218617, -2.726927704485814E-4, -0.0025003755510802934, 1.5013634885032894, -0.001241375683928421, 0.003469058464560133, 6.686223323045269, 0.7991895165728878, 0.053903797691683374, 0.966941385413991, 0.0965563218187, 0.004285715829774966
0.00277, 0.8005967278550529, 203.96643064882434, 190.65721085164552, 202.79783571543865, 14.171781291399512, 216.96961700683818, 12.14062486379308, 146.56287557503725, 44.09433527660825, 7.727787278006171E-4, -0.0015842387614416393, 1.5003323370466826, -0.0011817427871188444, 0.003538760276361101, 6.687300174897119, 0.8020851307633693, 0.058958088187554596, 1.0321215737326728, 0.09357049397894307, 0.004285835460726297
0.00278, 0.803479472809568, 115.53144513560807, 106.33889944748125, 114.47494304668528, 14.46705635912905, 128.94199940581433, 8.13604359920404, 59.59565785495289, 46.74324159252836, 7.011751994285384E-4, -0.0018120279144484247, 1.5004378941927277, -0.0011919409090456747, 0.003705144022922638, 6.688627242798353, 0.8049807449538507, 0.06485215340353485, 1.0259096594973078, 0.09396615716018998, 0.004285728028796026
0.00279, 0.806367970106524, 148.78856920545874, 133.74523728790626, 146.8001688942793, 14.654765949761762, 161.45493484404105, 13.054931606373104, 84.81728011502935, 48.9279571728769, 0.001324400745077081, -0.001312726627455158, 1.4998330428279532, -0.0011514711548916755, 0.0037885985274239147, 6.689911800411523, 0.8078763591443322, 0.07048463069229169, 1.0733384499108511, 0.09197662820474112, 0.004285801817154258
0.0028, 0.8091566620905314, -67.04937936448827, -77.75780210570377, -69.1611105042435, 14.959830828049428, -54.20127967619407, 8.596691601460325, -133.07697064277383, 55.319168537070055, 0.001411588287367118, -0.001416465459471028, 1.4997804338014997, -0.001137862475651016, 0.003965916222489162, 6.6908400823045335, 0.8107719733348138, 0.07702688019885115, 1.0926493442261762, 0.09126901556379602, 0.004286443472374465
0.00281, 0.8120004854206795, -51.032932896376145, -66.497948355472, -52.529961110219894, 15.187930208978582, -37.342030901241316, 13.967987245252093, -113.58121462458402, 47.08326626911201, 0.00100426354036402, -0.001958239968564726, 1.5002092125467568, -0.0011185525651251987, 0.004081056074053945, 6.692673024691357, 0.8136675875252952, 0.08341962616449283, 1.1185448233515567, 0.09031360351928087, 0.004285734807087032
0.00282, 0.8148898487456904, 321.34858726363046, 304.4592561649594, 319.61376863476977, 15.44290798899642, 335.0566766237662, 15.154512469810179, 254.0049964002714, 50.45425976468802, 0.0011679239814390602, -0.0019727134629893618, 1.5000730822124637, -0.0010791314774187552, 0.004219768921847177, 6.693906316872428, 0.8165632017157767, 0.09018279577237977, 1.1681099144345164, 0.08848145892835578, 0.004285734127814085
0.00283, 0.8176795505206736, 254.76742705555566, 241.48895381630336, 251.00996379542363, 15.71342133235, 266.7233851277736, 9.521009979120263, 177.82041744284356, 63.66853637345981, 0.0025385900239221423, -7.594463217744951E-4, 1.4987313497332464, -0.0010538485127671233, 0.0043518848584637605, 6.695447510288075, 0.8194588159062581, 0.09725020998424748, 1.2024457399778539, 0.08731197825694607, 0.004285910185560305
